body,Act1A1_amend,Act1A1_commit,Act1A1_deliver,Act1A1_greet,Act1A1_propose,Act1A1_refuse,Act1A1_remind,Act1A1_request,ReasA1_administrative procedure,ReasA1_employment arrangements,ReasA1_external collaboration,ReasA1_internal collaboration,ReasA1_legal procedure,ReasA1_logistic arrangements,ReasA1_other,ReasA1_personal,ReasA1_travel planning,REA1_accountable non-answer,REA1_ignore,REA1_immediate reply,REA1_postponed reply,NumTA1_0,NumTA1_1,NumTA1_2,NumTA1_3
"Works for me.Best,Jeff	Lysa Akin@ECT	04/02/2001 12:42 PM		 		 To: Susan J Mara/NA/Enron, Jeff Dasovich/NA/Enron, Sandra McCubbin/NA/Enron, Alan Comnes/PDX/ECT		 cc: Paul Kaufman/PDX/ECT, Joseph Alamo/NA/Enron@Enron		 Subject: CORRECTION: DatesSorry, folks, I got ahead of myself!  Please advise your availability for a meeting APRIL 10th in Portland.Many thanks.Lysa---------------------- Forwarded by Lysa Akin/PDX/ECT on 04/02/2001 10:49 AM ---------------------------Lysa Akin04/02/2001 10:21 AMTo: Susan J Mara/NA/Enron, Jeff Dasovich/NA/Enron, Sandra McCubbin/NA/Enron, Alan Comnes/PDX/ECTcc: Paul Kaufman/PDX/ECT, Joseph Alamo/NA/Enron@Enron Subject: DatesPlease advise by COB Tuesday, April 3rd, of your availability for a Western States Meeting in Portland on May 10th.Sue - I know you will already be in Portland that day.  Please advise the time of your meeting so that I can plan accordingly.Thank you.Lysa---------------------- Forwarded by Lysa Akin/PDX/ECT on 04/02/2001 10:22 AM ---------------------------Paul Kaufman04/02/2001 09:48 AMTo: lysa.akin@enron.com@ECTcc:  Subject: Dates --FYIPlease check and see if folks are available for a Western States meeting in Portland on the 10th?  Check with Sue for her availability re:  the timing of her meeting.---------------------- Forwarded by Paul Kaufman/PDX/ECT on 04/02/2001 09:52 AM ---------------------------Alan Comnes03/30/2001 06:17 PMTo: paul.kaufman@enron.comcc:  Subject: Dates --FYIPaulFYISteve Walton and Sue Mara are in Portland on April 10 for an RTO checkup meeting. You may be in Boise but if not, good day to have a Western Group meeting?",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
"Thanks for the update.  If any of them would  like to contact me, that would be fine.  I ve already talked to Nigel.  Thanks.  Hope you are well.....JeffCaroline Abramo@ENRON10/31/2000 07:35 AMTo: Jeffrey A Shankman/HOU/ECT@ECTcc: Per Sekse/NY/ECT@ECT Subject: Bankers Trust / Deutsche downsizingJeff- a couple of weeks ago, BT decided to close the Houston office and move the 6 people they have to New York - only 1 or 2 will go up there.  I just thought I d tell you my thoughts of the Houston people - I worked with most for 4 years.  I know you probably know most of them.Nigel Patterson- basically trained me - he is the NYMEX trader- worked for BT almost 13 years in London, NY, and Houston .  Andy Zipper trained him.  He s a good trader - traded currencies, commods (metals, energy).  He could trade any of our products- would be especially good at new businesses.  He has been in Houston for 4 years and is originally from New Zealand- has a wife and 2 girls.  Vice President.Calvin Schlenker- ran Calgary office for 2 years before we shut it in 1997- he then took on head of marketing role in Houston - his successes have been with producers - being able to exploit lending and hedging.  Most recently, he s been trading the nat gas options book.  Very smart guy with good ideas- analytical and conceptual- he d be VERY good with Per s syndication efforts or credit derivative initiative.  Knows gas and crude.  He is Canadian- ex-wife and 2 kids.  Director.Steve Provenzano - basis trader - very good contacts in the industry.  Worked for MG before BT. He did a lot of marketing with me.  Because he s done both trading and marketing, he s got a good edge with customers.  Only has gas experience.  He is likely to go to New York but recently got married and has a kid on the way.  Director.Also, Deutsche s two head oil traders in London just quit- but I am not sure what they are doing yet- will find out.  That is Janelle Matharoo and Jason Thiel (MD and Director)- both been with BT almost 15 years- very good traders- always in London.  Jason used to be BT s head gold trader: Janelle has also traded metals.Looks like Deutsche is crumbling on energy- I know they have added a few crude traders in NY to service their hedge fund clients (our prospective clients) but they have not been able to pull everything together- they are loosing all the key people in the business.I d like to help in the process of pulling some of these people in if we have the desire.Kind Regards,Caroline",False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
"----- Forwarded by Jeff Dasovich/NA/Enron on 03/14/2001 04:53 PM -----=09Jean Munoz <jmunoz@mcnallytemple.com>=0903/14/2001 03:44 PM=09=09=20=09=09 To: Katie Kaplan <kaplan@iepa.com>, "" Andy Brown (E-mail) ""=20<ABB@eslawfirm.com>, "" B Brown Andy (E-mail) "" <andybrwn@earthlink.net>,=20"" Baker Carolyn (E-mail) "" <cabaker@duke-energy.com>, "" Bob Escalante=20(E-mail) "" <rescalante@riobravo-gm.com>, "" Bob Weisenmiller (E-mail) ""=20<rbw@mrwassoc.com>, "" Curtis Kebler (E-mail) ""=20<curtis_l_kebler@reliantenergy.com>, "" Douglas Kerner (E-mail) ""=20<DKK@eslawfirm.com>, "" Greg Blue (E-mail) "" <gtbl@dynegy.com>, "" Jan=20Smutny-Jones (E-mail) "" <smutny@iepa.com>, "" Jeff Dasovich (E-mail) ""=20<Jeff.Dasovich@enron.com>, "" Joe Ronan (E-mail) "" <joer@calpine.com>, "" Joh=n=20Larrea (E-mail) "" <john.g.larrea@williams.com>, "" John Stout (E-mail) ""=20<John_H_Stout@reliantenergy.com>, "" Julee Malinowski-Ball (E-mail) ""=20<jmball@ns.net>, "" Kassandra Gough (E-mail) "" <kgough@calpine.com>, "" kent==20Palmerton (E-mail) "" <kent.palmerton@williams.com>, "" Kristin Vellandi=20(E-mail) "" <kvellandi@pstrategies.com>, "" Lynn Lednicky (E-mail) ""=20<lale@dynegy.com>, "" Marty Wilson (E-mail) "" <mwilson@pstrategies.com>,=20"" McNally Ray (E-mail) "" <rmcnally@mcnallytemple.com>, ""  Nam Nguyen =20(E-mail) "" <nam.nguyen@powersrc.com>, "" Norton Kelli (E-mail) ""=20<knorton@mcnallytemple.com>, "" Paula Hall-Collins (E-mail) ""=20<paula.hall-collins@williams.com>, "" Pigott Jack (E-mail) ""=20<jackp@calpine.com>, "" Richard Hyde (E-mail) "" <rwhyde@duke-energy.com>,=20"" Rob Lamkin (E-mail) "" <rllamkin@seiworldwide.com>, "" Roger Pelote=20(E-mail) "" <roger.pelote@williams.com>, "" Stephanie-Newell (E-mail) ""=20<stephanie-newell@reliantenergy.com>, "" Sue Mara (E-mail) ""=20<smara@enron.com>, "" Theo Pahos (E-mail) "" <tpahos@ppallc.com>, "" Tom Ross==20(E-mail) "" <tross@mcnallytemple.com>, ""Carol H Hudson (E-mail)""=20<Chudson@iepa.com>, steven kelly <steven@iepa.com>, "" Anne Kelly (E-mail) ""==20<kelly@hnks.com>, "" Chuck Cole (E-mail) "" <ccole@advocation-inc.com>,=20"" Delany Hunter (E-mail) "" <dhunter@smithandkempton.com>, "" DJ Smith=20(E-mail) "" <djsmith@smithandkempton.com>, "" Hedy Govenar (E-mail) ""=20<hgovenar@acom2.com>, <mmoretti@mccabeandcompany.net>, "" Maureen OHaren=20(E-mail) "" <Oharen@hmot.com>, "" Mike Monagan (E-mail) "" <mrmonagan@aol.com>=,=20"" Phil Isenberg (E-mail) "" <isenberg@hmot.com>, "" Robert Ross (E-mail) ""=20<robbiz@cwo.com>, "" Ron Tom (E-mail) "" <Rtom@govadv.com>, "" Scott Govenar==20(E-mail) "" <sgovenar@govadv.com>, "" Susan Mccabe (E-mail) ""=20<sfmccabe@mindspring.com>, <rtemple@mcnallytemple.com>,=20<megan.beiser@edelman.com>, <tracy.fairchild@edelman.com>,=20<deborah.fiorito@dynegy.com>, <tcwillia@duke-energy.com>, <mstultz@epsa.org=>,=20<lchurch@epsa.org>=09=09 cc:=20=09=09 Subject: IEP responds to Burton/Dunn investigation on market manipul=ationAs you know, ?Senator Burton held a press conference announcing Joe Dunn=20chair of new senate committee to investigate energy market manipulation in==20the wholesale energy market. ?Other members serving on the committee includ=e:=20?Debra Bowen, Martha Escutia, Maurice Johannessen, Sheila Kuehl, Bill Morro=w=20and Byron Sher.=20The Committee s information gathering activities will begin immediately, an=d=20the first hearing of the committee is planned for the first week in April.==20(press release attached)IEP responded with the following statement, and Jan responded to TV, Radio==20and Print media immediately following the news conference at the state=20capitol.Thanks,Jean--=20Jean MunozMcNally Temple Associates, Inc.916-447-8186916-447-6326 (fx)___________________________________________________________________________=________________Contact: ?Jean Munoz=20??????????????????????????????????????????????????????FOR IMMEDIATE RELEASE????????????????916-447-8186=20??????????????????????????????????????????????????March 14, 2001=20Statement by Jan Smutny-Jones,Executive Director of Independent Energy Producers,=20in Response to State Senate Energy Probe=20""We understand that it is the responsibility of the legislature to ensure==20that California ratepayers are protected =01. and we will fully cooperate, =as we=20have with other investigations, because we have nothing to hide.""We believe this investigation will find nothing except that power producer=s=20have been working around-the-clock to help keep the lights on in California=.=20?In fact, there have already been several investigations by the Federal=20Energy Regulatory Commission the Public Utilities Commission and the=20California Independent System Operator =01. and they have found no evidence= of=20withholding or wrong doing.""As we have continued to state: the industry does not condone business=20practices that lead to unreasonable prices. ?It is our objective to help=20create a stable regulatory environment in which robust retail markets can==20flourish to protect ratepayers.""This crisis can only be resolved if we all work together to find solutions==20and stop pointing fingers, which only creates an unstable political and=20regulatory environment which will do nothing to increase supply or reduce==20demand in California.""If this turns into, in fact, a =01@witch-hunt? against generators who have= been=20providing electricity to California for months despite being owed billions =of=20dollars, my only question is who in their right mind would come to Californ=ia=20and invest in building new power plants? ?This sends a dangerous and chilli=ng=20signal to not only power providers, but anyone doing business or planning t=o=20do business in California.""=20# ????????# ???????#=20 - Burton Press Release",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
"Molly,We would like to hire this person for the summer (standard offer).Thanks.Vince---------------------- Forwarded by Vince J Kaminski/HOU/ECT on 04/12/2001 03:22 PM ---------------------------Zhendong Xia <dengie@isye.gatech.edu> on 04/11/2001 09:14:01 PMTo: Vince.J.Kaminski@enron.comcc:  Subject: I am ZhendongHi, Dr. Kaminski:   I am Zhendong, the student of Dr. Deng. I think Dr. Deng has sent myresume to you. I am very happy to have an opportunity to work with youthis summer.   I am a student in both MS qcf and Ph.d EDA programs in Georgia Technow. I plan to find a job in industry instead of academic after mygraduation. So I intend to do internship during the process of prusuing mydegree to acquire some experience for my future career.   I hope to start on 5/14/2001 and end on 8/17/2001.   Thanks a lot.Zhendong XiaGeorgia Institute of TechnologySchool of Industrial and Systems EngineeringEmail:   dengie@isye.gatech.edu         dengie@sina.comTel  :   (H)404-8975103         (O)404-8944318",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
There will be a demonstration of the Online Trading Application for trading lawyers and paralegals on Wednesday at 11:00 am in EB2601a.This project continues to be highly confidential.,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
"Is it possible to get the call-in number for the 2:30 call?  Thanks very much.Best,Jeff",False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
http://marriotthotels.com/marriott/AUSDT/I got a Bed and Breakfast for Friday Night with one King Size Bed.  It will be nice and cozy for the six of us.Just kidding - this is a pretty nice place - we have 2 dbls and the hotel is in between the stadium and 6th street.  (11th street).the rate is $145.  the tickets are $30 - so - $54/person for everything.we will leave at 4 on Friday if that is ok with everyone.,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
"Here s a redraft of one letter, second to follow:",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
"thanks, that looks great! -----Original Message-----From: 	Howard, Kevin A.  Sent:	Monday, February 11, 2002 4:56 PMTo:	Hyatt, KevinSubject:	RE: TW Credit Ratingi made some slight modifications. << File: TW Credit.doc >>  -----Original Message-----From: 	Hyatt, Kevin  Sent:	Monday, February 11, 2002 4:43 PMTo:	Howard, Kevin A.Subject:	TW Credit RatingImportance:	High << File: TW Credit.doc >> Kevin, please review the attached and add any details you feel are necessary.  I d like to send this to Arizona Public Service on Tuesday 2/12.thanks,khyatt",False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
"Pressure to finish my review! My husband is in Indonesia on business, so don t be surprised if I reply in the middle of the night when kids are asleep and I can concentrate--------------------------Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net)",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
"Transco response---------------------- Forwarded by Chris Germany/HOU/ECT on 10/03/2000 10:09 AM ---------------------------""Immer, Ingrid"" <Ingrid.Immer@Williams.com> on 10/03/2000 09:03:28 AMTo: "" chris.germany@enron.com "" <chris.germany@enron.com>cc:  Subject: Chris, I spoke to Rich.? We don t keep records in such a way that would give us the temperature at which we restrict Linden.? We determine secondary/interruptible space at Linden based on utilization.? Of course utilization is ultimately based on temp... but we just don t have an answer for you.? Part of the question is, at what temp do northeast LDCs utilize their full contract entitlements?ii",False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
"I had a conversation this morning with my contact at APS re: the Sun Devil Project.  Their #1 concern right now on the project is Enron creditworthiness as it regards building this pipeline.  How do I get them comfortable?Is there a timeline for getting a credit agency rating on TW?  If so, when?Should we get Rod Hayslett / Stan on the phone with their finance people?Please advise asap so I can put an action plan together.  Thanks for the help.khyatt",False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
" Kevin, please review the attached and add any details you feel are necessary.  I d like to send this to Arizona Public Service on Tuesday 2/12.thanks,khyatt",False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
"On the call on Friday, Linda asked if we could distribute materials developed/used recently in California regarding the crisis and solutions to try to resolve it.  Attached are:A ""backgrounder"" provided to the business leaders that Ken Lay met with last weekA power point presentation that is a ""higher level"" discussion of the more detailed ""backgrounder.""If I missed anyone, please forward along.  If anyone has any questions, give me a call at 415.782.7822.Best,Jeff",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
"Sounds good.I m on a conference call that won t end.  I received your fax and will try to call you this afternoon.""Duncan, Allyson"" <aduncan@kilstock.com> on 08/15/2000 04:10:57 PMTo: "" Mann Kay "" <Kay.Mann@enron.com>, "" Keenan Jeffrey "" <Jeffrey.M.Keenan@enron.com>, "" Chapman Tom "" <tom.chapman@enron.com>cc: ""Fine, Jonathan"" <JFine@kilstock.com>, "" Kroll Heather "" <Heather.Kroll@enron.com>, "" Mellencamp Lisa "" <lisa.mellencamp@enron.com> Subject: Local Government ResolutionsI received today notarized copies of the Resolutions of Support from theEdgecombe County Commissioners, the City Council and Mayor, and the localeconomic development organization, Carolinas Gateway.I will file them with the Commission when we file the cost data late thisweek or early next week.  That would also be a good time to file any projectupdates, such as information regarding the generators.",False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
"I will be out the week of the 13th.---------------------- Forwarded by Chris Germany/HOU/ECT on 10/12/2000 03:46 PM ---------------------------""CustomerNotices, WGPHOU"" <WGPHOU.CustomerNotices@Williams.com> on 10/12/2000 02:54:50 PMTo: cc:  Subject: Transco - 2000 Winter Operations MeetingsMedia Inquiries: Chris Stockton                 (713) 215-2010Other Inquiries: Ron Doyle (713-215-2921 or Terry Fitch(713-215-3361)October 12, 2000TO:     All Operators, Producers, Shippers and Customers on the        Williams Gas Pipeline - TranscoRE:     2000 Winter Operations and 1Line MeetingsYou are cordially invited to attend one of Transco s three regionallyscheduled 2000 Winter Operations and 1Line meetings.The meetings are scheduled as follows:November 7                      Newark, New Jersey              HiltonGateway Hotel973-622-5000November 8                      Charlotte, North Carolina       OmniCharlotte Hotel704-377-0400November 13                     Houston                         WilliamsTowerAuditoriumThis year s Winter Operations Meetings have been expanded to include avariety of material that will be of interest to all customers. The meetingswill focus on three specific areas:  (1) the traditional update onoperational plans for the winter, maintenance outages planned for next yearand a customer service update; (2) a 1Line update and discussion on businesspractice changes that will require tariff changes; and (3) a review anddiscussion of the EDI and flat file datasets for nominations, confirmationsand schedule quantity reports targeted at those customers and theirinformation technology staff who have expressed an interest in thisinformation.  Transco will also be holding a pre-filing meeting inWashingtonDC specifically to address the tariff changes associated with implementationof the 1Line system.  That meeting will be held in mid-November andcustomerswill be notified as to time and location in the near future.The meetings in Newark and Charlotte will start at 9:00 a.m. and end atapproximately 4:00 p.m.  Coffee, juice and pastries will be provided beforethe meeting and lunch will be served at approximately 11:30 a.m.  TheHoustonmeeting will start at 12:30 p.m. and end at approximately 5:00 p.m.Refreshments will be provided mid-afternoon.The agenda for the Newark and Charlotte meetings as well as the Houstonmeeting is included below.  Please note that the agenda for the Houstonmeeting is significantly different than the other meetings.Please RSVP to Rosina Freeman at 713-215-4054 or via e-mail atrosina.l.freeman@williams.com no later than Wednesday, October 25, 2000 sothat we can have an accurate count for each meeting.If you have any questions, please call Rosina Freeman at 713-215-4054.  Wehope to see you atthis event.Sincerely,Terry FitchManager, Gas OperationsAGENDANewark, New JerseyNovember 7, 2000andCharlotte, North CarolinaNovember 8, 20009:00 a.m. IntroductionI. System Overview -- Operational and Storage UpdateII. Construction and Maintenance -- 2000 Review and 2001 PreviewIII. Project UpdatesIV. Customer Survey and Regulatory OverviewV. 1Line -- Process changes requiring tariff modificationsLunch 11:45 a.m. - 12:30 p.m.VI. Service Delivery -- Continuation of process change discussionVII. EDI X-12 and Flat File Data Set Structure and LayoutAGENDAHouston, TexasNovember 13, 200012:30 p.m. IntroductionI. 1Line -- Process changes requiring tariff modificationsBreakout session to begin at approximately 2:00 p.m. -- EDI X-12 and FlatFile Data Set Structure and layout (to run coincident with the remainder ofthe Winter Operations program).II      Gas Control IntroductionIII     System Overview -- Operational and Storage UpdateIV      Construction and Maintenance -- 2000 Review and 2001 PreviewV       Project UpdatesVI      Customer Survey and Regulatory OverviewIf you plan to attend only a portion of the program, please plan to arrive30minutes before the scheduled time identified above, as the break times areapproximate.WGP - Transco 2000 Winter Operations MeetingFax RSVP FormNO __________   My company will not be able to attend.YES _________   Number in party for Newark (11/7/00)            __________                        Number in party for Charlotte (11/8/00)__________                        Number in party for Houston (11/13/00)__________Your company name and address:________________________________________________________________________________________________________________________________________________________________________________________________________________________Representatives attending:Name and titleMeeting   Lunch_____________________________________________________           __________________________________________________________________           __________________________________________________________________           __________________________________________________________________           __________________________________________________________________           __________________________________________________________________           __________________________________________________________________           _____________Please return this form to:     Rosina Freeman                                        WGP - Transco                                        FAX:    713-215-2547--------------------------ADDITIONAL X12 INFORMATION------------------------Trans. Svc. Provider: 007933021 - TRANSCONTINENTAL GAS PIPE LINE CORPORATION   Notice Identifier: L0010121     Critical Notice: Yes      Type of Notice: 7-Press Release, Company News or Phone List   Required Response: 5-No Response Required   Resp By Date/Time: N/ANotice Eff Date/Time: 10/12/00 14:50:35Notice End Date/Time: N/A              Status: 1-Initiate Prior Notice Ident.: N/A____________________________________________________________________________ - C.DTF",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
"EB 1336 -----Original Message-----From: 	Howard, Kevin A.  Sent:	Monday, February 11, 2002 12:51 PMTo:	Hyatt, KevinSubject:	RE: Breakfast with Panda energy?where at? -----Original Message-----From: 	Hyatt, Kevin  Sent:	Monday, February 11, 2002 11:50 AMTo:	Howard, Kevin A.Cc:	Gadd, EricSubject:	RE: Breakfast with Panda energy?Panda has already scheduled other meetings around ours so they can t move our time.  The will likely be in our office around 1:30pm Tues and we should be done around 3:30 -4pm if you finish with Stan early and would like to join us.thankskh",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
"Good Morning!Bottom line: No Changes.For the near term (1-5), we see some cool anomalies arriving into the Dakotas by Monday already, with highs in the Dakotas in the mid-30s and lows in the mid-teens.By Tuesday, Texas and the Midwest will be in the below normal category, with Dallas overnights in the mid-30s (normal low 43), Houston s low in the mid-40s (normal upper-40s) and Chicago will freeze, with a mid-20 overnight.  Progressing into the Northeast by wednesday, Philly and New York will get into the below normal category, but 5 or 6 degree anomalies are most likely.  Looks like a three day event as it moves easterly and then is followed by moderation into the...6-10 Day time period, which will see a cool shot over the Midwest/East towards next weekend, moderating again by early the following week. Then, early in the...11-15 Day time period, more cool air moves in, beginning with central cooling, then even into the Southeast.So, with normals dropping across the nation, this first cool air anomaly event arriving in the Midwest by Tuesday will elevate the nation s gas demand requirements into the 60 Bcf/d plus regime from here on through the winter.  Here s the strip beginning with today:Sat 	11/17	47 BcfdSun	11/18	52 Bcfd Mon	11/19	55 BcfdTue	11/20	67 BcfdWed	11/21	69 BcfdThu	11/22	65 BcfdFri	11/23	65 BcfdSat	11/24	63 BcfdSun	11/25	63 BcfdMon	11/26	65 BcfdTue	11/27	65 BcfdTill tomorrow,The Weather Team",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
"Principles with edits received thus far.Best,Jeff",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
"Did you get these?Kay---------------------- Forwarded by Kay Mann/Corp/Enron on 10/16/2000 06:30 PM ---------------------------   			From:  David Leboe @ ECT                           10/05/2000 12:14 PM	To: Sheila Tweed/HOU/ECT@ECT, Stuart Zisman/HOU/ECT@ECT, Kay Mann/Corp/Enron@Enroncc: Roger Ondreko/HOU/ECT@ECT, Herman Manis/Corp/Enron@ENRON Subject: Power Plant Development Powerpoint PresentationPlease find two presentations attached for your information.  The first presentation is our standard presentation on power plant development activities which covers many of the issues we discussed yesterday.  The second presentation is our standard presentation on fair value investments.  We also spend a considerable amount structuring transactions under the fair value accounting model.If it would be beneficial to the legal group, I would be more than happy to set up a presentation/working meeting where we could go through the presentations and review in more detail. If you have any questions/comments, please let me know.Regards.",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
"Kevin--	As we discussed yesterday, Panda Energy International, Inc. and TECO Energy, Inc. (Tampa Electric) have formed a partnership to build, own, and operate a 2300 Mw gas-fired electric generation plant located in Maricopa County, Arizona, southwest of Phoenix.  The partnership may be called ""Panda Gila River L.P.""Here are some of the details as we know them:	All building/ air permits received, construction has commenced	Financing closed 6/04/01 (oversubscribed by 56%)	$2.2 bn loan ($1.7bn 5 yr. bullet loan and $500mm equity bridge)	Financing led by Citibank and Societe Generale	50% of power output sold under long term contracts, 50% on spot marketWhat we want to know is:	How did the banks get comfortable on the financing if only 25% of the gas pipeline transport capacity is under contract? (And right now there is only one pipeline capable of serving the plant s needs)How did the banks get comfortable with only 50% of the power output sold under long term contracts?What happens after the bullet loan comes due-- are the operators taking interest rate risk and hoping to refinance at a lower rate in year 5?Any information you can provide on the above would be very helpful.  We are scheduled to meet with Panda in Dallas on Tuesday 11/6.thanks for the help.Kevin Hyatt713-853-5559",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
"A few thoughts before the NG meeting --1.	Maybe we should (as a team) call Transelect (Paul Buckman) before our NG meeting.  You may remember that Transelect sent an initial letter into Skilling to try and solicit our support for stopping the NG application to be managing member of the ARTO.  I think that it would be good to call Buckman and ask if he has a better idea than NG.  We are right now stuck between two very bad answers - let AEP and FE construct a managing member or have NG.  Maybe Transelect has a better solution.2.	Chief Issues with NG --a.	are they ""really"" independent?  having a short position in NY and owning generation in NE effectively makes NG into a ""market participant"" - I think that Enron should make as a hold firm position that to operate an RTO there can be no agreement with anything less than almost perfect independence.b.	who do they feel the customer is?  maybe we want to get Paul Dawson s take on their business model from the UK.  it is critical that the new RTO operators across the country view traders/marketers and generators as their key customers.  what form of regulation for cost recovery of their operating expenses do they want - pass thru, PBR, etc.? c.	who writes the tariff?  I would make a strong argument that the problem with most of the RTO work to date has been that FERC has allowed the current incumbents to first write a bad tariff and then assign the provision of service under that tariff to someone who has very little (if any) control over future changes.  the RTO operator must be free to make changes to the tariff with only two constraints - (1) must not restrict the ability to pay facility revenue reqts and (2) must not damage the assets.  d.	do they intend to build/own transmission and how does this impact the energy markets?  will their planning and construction processes impact any long term positions that EPMI may take in the energy market.  how do they manage to allow other merchant transmission into the business?e.	how do they intend to provide balancing energy?  the flip side of our fight on congestion management involves the pricing of energy imbalances.  what is NG intending to do on this issue?  does NG believe that multiple control areas makes sense for a single RTO?  does NG support unbalanced/uncovered schedules day-ahead?  Also, just to let people know, Kerry Stroup will also be working on the Midwest RTO efforts going forward.  Please keep him included on the e-mails.Jim -----Original Message-----From: 	Allegretti, Daniel  Sent:	Thursday, August 09, 2001 12:30 PMTo:	Steffes, James D.; Shapiro, Richard; Roan, MichaelSubject:	Meeting with N. GridMeeting confirmed with National Grid for 10:00 am, Tuesday, August 13, 2001 at National Grid s office, 633 Pennsylvania Avenue, Washington, D.C.Attendees from Grid will include some or all of the following people:Nick Windsor (UK)Phillip Johnson (UK)Tony Hill (Business Dev)Peter Flynn (US Transmission)Masheed Rosenquist (US Transmission)Paul Halas (US Transmission)",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
